Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
35,51041.0,Femme,28.3,27,647,1,Marié,Dakar,73815.0,14418.0,15,1,16,91
16,103920.0,Homme,32.3,26,317,3,Marié,Thiès,81519.0,37185.0,59,3,0,15
23,80681.0,Homme,38.4,14,343,2,Divorcé,Thiès,29178.0,41745.0,47,2,13,31
79,96571.0,Femme,30.9,30,454,0,Marié,Kaolack,85857.0,27881.0,47,1,3,63
61,142556.0,Homme,35.3,39,676,2,Célibataire,Dakar,70197.0,14587.0,22,1,1,75
31,41160.0,Femme,18.0,14,701,2,Célibataire,Saint-Louis,46366.0,22268.0,55,5,2,15
29,32633.0,Femme,25.3,32,524,1,Célibataire,Thiès,62955.0,448.0,48,3,6,51
27,32014.0,Homme,25.0,19,516,1,Marié,Saint-Louis,51911.0,37353.0,22,5,13,18
66,95532.0,Homme,37.3,41,330,5,Marié,Saint-Louis,93422.0,45519.0,56,1,11,68
38,64104.0,Femme,19.6,11,358,5,Divorcé,Thiès,63619.0,8108.0,21,2,18,11
30,92231.0,Homme,19.6,36,652,1,Divorcé,Kaolack,54296.0,48302.0,42,4,17,92
43,83388.0,Homme,23.9,8,744,4,Célibataire,Thiès,32791.0,11443.0,37,5,14,4
49,31014.0,Homme,17.3,22,534,4,Divorcé,Dakar,18301.0,22435.0,12,1,0,41
17,107578.0,Homme,20.4,7,406,0,Divorcé,Dakar,45779.0,33062.0,27,4,2,16
47,55390.0,Femme,39.2,31,490,1,Célibataire,Thiès,46894.0,1238.0,35,4,14,71
38,38711.0,Femme,26.3,47,829,3,Marié,Saint-Louis,,15321.0,49,1,3,93
78,106658.0,Femme,31.2,13,544,5,Divorcé,Dakar,59250.0,16074.0,11,3,14,9
37,72993.0,Femme,33.4,26,375,1,Marié,Dakar,80994.0,13049.0,13,1,9,83
66,22421.0,Homme,24.8,24,846,4,Célibataire,Thiès,51770.0,35584.0,59,2,5,15
40,32727.0,Homme,19.5,12,566,1,Célibataire,Thiès,32300.0,1098.0,37,4,12,15
73,,Femme,21.0,20,616,4,Divorcé,Kaolack,78235.0,14679.0,37,2,6,41
78,19358.0,Femme,23.5,44,420,1,Célibataire,Thiès,39485.0,34505.0,34,5,0,2
77,80108.0,Homme,,30,324,3,Célibataire,Thiès,50285.0,35533.0,35,4,10,22
76,109018.0,Femme,,36,731,0,Célibataire,Dakar,76555.0,46998.0,54,3,13,85
37,139457.0,Femme,16.2,47,459,3,Divorcé,Dakar,42471.0,11434.0,56,1,5,27
73,46910.0,Homme,28.6,42,413,4,Divorcé,Dakar,58671.0,44859.0,11,5,4,44
73,141888.0,Femme,38.1,4,801,5,Divorcé,Saint-Louis,30270.0,33178.0,51,2,18,99
37,70754.0,Homme,35.5,12,465,5,Célibataire,Dakar,98151.0,27575.0,43,5,18,67
64,124847.0,Homme,35.8,27,474,2,Marié,Dakar,23698.0,19329.0,39,3,12,23
67,53467.0,Femme,35.1,42,300,3,Célibataire,Thiès,82265.0,37554.0,30,1,6,18
57,48893.0,Homme,23.8,24,385,1,Divorcé,Kaolack,49729.0,41837.0,53,5,7,74
21,91329.0,Femme,34.4,34,619,0,Marié,Dakar,21171.0,49938.0,46,2,13,39
30,46007.0,Homme,19.4,46,700,1,Marié,Kaolack,89483.0,18493.0,53,5,18,45
69,69253.0,Femme,,38,681,1,Divorcé,Dakar,70684.0,21830.0,32,1,18,39
58,27323.0,Femme,31.4,6,617,3,Marié,Dakar,,38603.0,42,5,11,61
75,126335.0,Femme,16.6,37,549,0,Marié,Kaolack,59948.0,34754.0,11,2,8,17
52,127356.0,Homme,34.9,31,824,2,Divorcé,Thiès,44725.0,8126.0,36,1,13,11
48,125944.0,Homme,37.7,2,555,1,Marié,Dakar,29450.0,41838.0,57,3,5,13
23,31456.0,Femme,22.4,44,606,0,Marié,Kaolack,23300.0,40068.0,31,3,14,81
68,46367.0,Homme,35.5,38,443,2,Divorcé,Dakar,94600.0,22093.0,43,4,12,60
75,69624.0,Femme,18.0,36,690,1,Marié,Saint-Louis,14441.0,48316.0,25,5,6,11
59,83008.0,Femme,30.4,49,468,0,Marié,Saint-Louis,29332.0,35171.0,29,2,10,26
59,140926.0,Homme,27.7,21,597,3,Marié,Saint-Louis,30115.0,8262.0,35,5,9,5
20,130395.0,Femme,29.1,7,532,5,Marié,Saint-Louis,97404.0,43270.0,25,1,0,87
54,131492.0,Homme,38.2,16,570,5,Divorcé,Thiès,51997.0,20785.0,15,4,6,32
19,87240.0,Femme,36.9,26,359,1,Célibataire,Saint-Louis,96151.0,39469.0,54,2,17,79
21,79315.0,Homme,34.8,32,595,1,Célibataire,Kaolack,23615.0,3295.0,53,5,2,49
60,25756.0,Femme,22.6,45,766,0,Marié,Dakar,24732.0,15687.0,32,2,8,11
47,51378.0,Femme,37.9,16,534,5,Divorcé,Kaolack,35367.0,45643.0,51,1,4,94
67,140703.0,Homme,18.3,41,533,1,Divorcé,Saint-Louis,52738.0,2121.0,46,4,12,56
45,71549.0,Femme,36.5,11,667,2,Marié,Thiès,10981.0,3582.0,17,2,15,52
62,88794.0,Femme,23.9,47,531,1,Célibataire,Saint-Louis,72881.0,47245.0,15,1,15,12
50,60113.0,Homme,17.3,45,790,5,Marié,Saint-Louis,68609.0,30280.0,46,3,11,71
70,89069.0,Femme,32.1,26,802,4,Divorcé,Thiès,97090.0,42589.0,31,2,17,2
55,140541.0,Homme,21.6,47,680,5,Divorcé,Thiès,91666.0,38468.0,15,4,10,63
67,24686.0,Femme,21.8,7,727,2,Célibataire,Thiès,94351.0,40000.0,41,2,16,83
31,68363.0,Homme,23.3,22,663,0,Divorcé,Thiès,18566.0,37056.0,26,2,6,57
28,112543.0,Femme,17.5,41,501,2,Divorcé,Thiès,81885.0,31672.0,47,1,14,3
65,146733.0,Femme,20.3,48,445,4,Divorcé,Thiès,20728.0,1085.0,26,5,5,44
75,110673.0,Femme,16.1,28,756,4,Célibataire,Dakar,93911.0,15891.0,46,5,5,65
57,57828.0,Homme,26.7,49,434,1,Divorcé,Saint-Louis,97350.0,15600.0,32,2,17,35
45,63604.0,Homme,18.0,19,563,1,Marié,Saint-Louis,46214.0,32458.0,58,4,18,22
34,25526.0,Homme,32.4,15,363,5,Célibataire,Thiès,67935.0,8645.0,58,4,19,18
32,83910.0,Homme,21.7,16,790,3,Marié,Kaolack,97081.0,41578.0,22,1,18,39
71,40592.0,Femme,38.6,15,340,2,Marié,Thiès,55588.0,41596.0,41,2,1,71
78,43982.0,Femme,36.9,18,595,5,Célibataire,Dakar,28953.0,4874.0,31,2,2,15
34,15207.0,Homme,22.9,7,302,3,Marié,Kaolack,78408.0,13767.0,16,5,13,57
43,103733.0,Homme,34.8,37,409,5,Célibataire,Dakar,84904.0,26825.0,31,1,3,17
73,139982.0,Homme,35.3,37,520,4,Marié,Kaolack,44103.0,10913.0,30,3,16,35
70,83619.0,Femme,39.7,28,669,1,Célibataire,Kaolack,80949.0,16215.0,15,4,5,23
41,61479.0,Homme,30.3,40,667,1,Divorcé,Thiès,59264.0,18733.0,23,4,18,0
52,96437.0,Homme,18.0,35,735,5,Divorcé,Dakar,30156.0,14332.0,25,2,8,0
41,113540.0,Femme,31.5,25,303,1,Marié,Kaolack,23423.0,4432.0,12,1,3,63
68,87982.0,Femme,31.0,30,543,0,Divorcé,Dakar,48062.0,22559.0,18,3,6,61
77,117747.0,Homme,31.3,43,465,5,Célibataire,Thiès,52805.0,26570.0,56,4,3,35
38,63231.0,Femme,,11,325,4,Marié,Thiès,11987.0,40033.0,30,1,10,74
78,44301.0,Homme,36.6,16,694,5,Divorcé,Thiès,72979.0,6103.0,59,3,1,17
24,33752.0,Femme,39.0,14,773,5,Divorcé,Thiès,47597.0,43780.0,39,2,9,15
27,113452.0,Homme,21.2,8,316,1,Marié,Saint-Louis,93905.0,15900.0,39,5,5,16
68,136237.0,Homme,18.1,38,391,4,Divorcé,Kaolack,37868.0,2031.0,51,4,7,23
16,71273.0,Homme,20.7,41,782,5,Divorcé,Saint-Louis,86970.0,17633.0,51,4,14,97
73,106878.0,Homme,35.7,47,842,1,Marié,Thiès,73805.0,23192.0,41,3,12,67
73,19895.0,Femme,32.2,11,504,2,Divorcé,Kaolack,90084.0,19940.0,32,5,1,98
16,134968.0,Femme,31.3,31,801,4,Divorcé,Kaolack,,41287.0,12,1,19,78
62,130700.0,Femme,25.6,24,699,3,Divorcé,Dakar,67467.0,8988.0,10,2,0,1
49,91559.0,Femme,29.9,38,506,0,Divorcé,Thiès,27007.0,38067.0,12,1,14,94
47,25699.0,Homme,23.4,17,445,3,Marié,Saint-Louis,86864.0,12952.0,46,3,6,72
77,24715.0,Homme,27.5,14,400,4,Célibataire,Dakar,13389.0,27369.0,16,4,17,9
69,34169.0,Femme,,31,540,5,Célibataire,Kaolack,19458.0,35862.0,12,4,9,52
63,133413.0,Femme,39.5,5,462,1,Divorcé,Saint-Louis,78481.0,2977.0,45,1,14,88
40,134264.0,Femme,38.4,43,472,4,Divorcé,Thiès,84888.0,38493.0,58,2,4,50
55,20782.0,Femme,38.4,42,801,0,Célibataire,Saint-Louis,86022.0,1268.0,12,3,10,68
60,139481.0,Femme,25.7,34,846,4,Divorcé,Saint-Louis,51400.0,48929.0,13,2,7,13
68,50585.0,Homme,27.3,33,583,1,Célibataire,Saint-Louis,77628.0,16756.0,40,3,7,65
16,45682.0,Homme,32.9,37,658,3,Marié,Dakar,61857.0,20764.0,11,2,5,81
31,144992.0,Homme,38.1,4,680,2,Marié,Kaolack,74367.0,40385.0,23,1,14,92
76,99416.0,Femme,19.4,17,832,3,Marié,Saint-Louis,,15032.0,46,5,14,52
54,142810.0,Femme,23.3,15,462,1,Marié,Kaolack,80648.0,29478.0,40,3,4,83
79,53067.0,Femme,19.3,7,606,1,Marié,Dakar,26937.0,45702.0,11,1,12,63
78,33073.0,Femme,30.7,24,638,0,Marié,Thiès,47672.0,11885.0,40,4,13,71
20,51035.0,Homme,23.4,31,354,4,Célibataire,Thiès,11112.0,9796.0,56,4,10,48
37,105373.0,Homme,23.8,25,632,4,Divorcé,Saint-Louis,45545.0,39047.0,52,2,19,89
44,98362.0,Femme,17.7,21,426,3,Célibataire,Dakar,99017.0,32863.0,31,4,11,61
70,105517.0,Homme,24.4,30,542,2,Marié,Thiès,58355.0,15478.0,19,5,19,36
18,80450.0,Homme,36.7,42,708,2,Divorcé,Dakar,85561.0,32117.0,39,3,0,48
27,25382.0,Femme,21.6,9,802,0,Divorcé,Dakar,44082.0,20753.0,42,2,2,67
41,76929.0,Femme,32.7,11,602,1,Marié,Saint-Louis,70482.0,20325.0,28,3,7,32
31,113864.0,Femme,31.1,27,763,0,Marié,Saint-Louis,89098.0,7021.0,55,3,11,21
66,40169.0,Femme,36.7,5,534,4,Marié,Dakar,21304.0,15185.0,34,1,14,69
52,102468.0,Femme,19.2,19,337,5,Marié,Dakar,66625.0,5868.0,55,4,2,32
37,49594.0,Femme,39.5,4,438,5,Marié,Saint-Louis,82551.0,13071.0,10,3,7,27
72,60033.0,Homme,30.0,22,494,5,Marié,Dakar,54885.0,8041.0,41,5,18,87
44,78133.0,Homme,39.9,8,826,1,Divorcé,Saint-Louis,81246.0,16515.0,34,5,19,3
29,88861.0,Femme,37.9,28,300,0,Marié,Kaolack,22588.0,44075.0,50,4,5,65
43,46750.0,Homme,21.3,15,395,3,Marié,Dakar,30967.0,40058.0,26,4,17,76
20,55461.0,Femme,17.3,45,712,4,Divorcé,Saint-Louis,97440.0,48263.0,23,2,10,48
62,93222.0,Femme,22.1,21,837,5,Célibataire,Dakar,34256.0,25966.0,54,2,11,10
64,127020.0,Femme,28.7,7,728,2,Marié,Saint-Louis,68348.0,39284.0,22,2,1,34
45,39226.0,Femme,20.1,19,534,0,Divorcé,Dakar,35052.0,42109.0,47,4,4,38
61,21721.0,Homme,20.0,13,648,4,Divorcé,Thiès,90972.0,44470.0,48,3,3,9
77,35609.0,Femme,27.1,38,780,4,Célibataire,Thiès,97351.0,22290.0,11,1,8,73
67,145513.0,Homme,16.8,36,695,2,Marié,Dakar,68479.0,30702.0,41,2,12,71
20,119211.0,Femme,18.9,49,650,2,Marié,Thiès,90732.0,28223.0,41,1,12,68
27,139865.0,Femme,26.0,33,715,2,Marié,Dakar,70200.0,33575.0,49,5,14,22
31,89520.0,Femme,17.5,10,350,5,Divorcé,Dakar,93625.0,45799.0,15,4,1,33
41,79309.0,Homme,25.5,39,380,5,Marié,Kaolack,93140.0,49202.0,34,5,12,31
41,44984.0,Femme,27.4,32,335,0,Marié,Kaolack,12506.0,44168.0,12,2,6,15
63,133947.0,Femme,26.8,30,366,2,Marié,Thiès,30709.0,21661.0,27,3,16,67
36,20901.0,Femme,36.9,43,780,3,Marié,Kaolack,68535.0,16439.0,59,2,7,53
54,46055.0,Homme,28.7,33,767,4,Célibataire,Kaolack,54840.0,36432.0,47,1,17,27
51,129099.0,Homme,27.2,49,441,2,Célibataire,Dakar,70587.0,33511.0,52,2,14,59
48,26138.0,Homme,25.9,6,655,4,Célibataire,Saint-Louis,69321.0,31147.0,12,3,14,77
77,38429.0,Femme,35.6,48,770,1,Marié,Dakar,53202.0,29114.0,57,3,4,75
45,65200.0,Homme,37.5,22,738,1,Marié,Kaolack,66588.0,6030.0,14,4,1,59
52,116268.0,Femme,36.5,45,830,2,Divorcé,Dakar,13090.0,24515.0,33,4,15,84
38,32347.0,Homme,32.2,6,426,4,Divorcé,Thiès,69231.0,47429.0,43,3,4,79
73,46822.0,Homme,19.3,24,504,1,Divorcé,Saint-Louis,31552.0,47743.0,56,3,5,43
25,55108.0,Femme,22.6,2,328,2,Marié,Kaolack,90227.0,30333.0,57,1,11,1
69,143955.0,Homme,17.1,37,744,4,Célibataire,Kaolack,43741.0,79.0,48,2,4,22
20,22967.0,Femme,38.3,19,763,2,Célibataire,Dakar,31661.0,47577.0,57,4,19,92
51,125719.0,Femme,31.9,33,579,5,Célibataire,Dakar,51025.0,29048.0,33,1,7,45
49,26871.0,Homme,33.9,48,450,4,Marié,Dakar,16092.0,44900.0,45,2,10,72
67,43179.0,Femme,23.5,43,539,1,Célibataire,Dakar,45674.0,2966.0,37,4,13,53
46,70099.0,Femme,36.3,43,565,2,Divorcé,Kaolack,10570.0,48302.0,57,1,16,70
25,50262.0,Homme,22.2,29,404,1,Divorcé,Dakar,22084.0,3728.0,58,5,9,92
73,93213.0,Homme,16.0,16,732,2,Célibataire,Kaolack,75843.0,37304.0,43,5,1,80
34,132407.0,Femme,25.0,9,796,0,Divorcé,Dakar,70752.0,49277.0,25,4,2,8
73,101269.0,Homme,29.7,34,739,1,Célibataire,Saint-Louis,79278.0,38581.0,45,1,12,69
47,75545.0,Femme,27.5,19,457,1,Célibataire,Saint-Louis,10765.0,24794.0,16,2,16,43
16,54922.0,Femme,36.7,17,471,3,Divorcé,Dakar,34198.0,947.0,27,2,2,83
71,57913.0,Homme,18.5,44,793,5,Divorcé,Dakar,71201.0,12565.0,15,1,9,73
20,112033.0,Homme,29.3,43,610,1,Divorcé,Thiès,83271.0,15844.0,59,5,7,72
60,119792.0,Homme,28.3,26,702,4,Divorcé,Saint-Louis,91738.0,594.0,37,1,3,11
19,134863.0,Homme,22.8,48,762,2,Célibataire,Kaolack,57199.0,21414.0,48,5,12,96
31,59936.0,Femme,35.7,35,666,0,Divorcé,Saint-Louis,21377.0,30690.0,43,5,6,31
39,43141.0,Femme,34.1,22,849,4,Divorcé,Kaolack,89833.0,16524.0,50,2,6,33
31,112359.0,Homme,33.6,31,554,4,Marié,Dakar,18036.0,27469.0,38,4,15,82
70,138279.0,Homme,37.0,9,507,4,Divorcé,Saint-Louis,50364.0,19439.0,13,3,4,32
17,56568.0,Femme,33.3,10,749,4,Divorcé,Saint-Louis,99905.0,26206.0,23,1,16,63
64,112539.0,Femme,21.6,37,394,0,Célibataire,Thiès,47443.0,46785.0,14,5,9,47
43,61851.0,Femme,32.9,5,777,3,Célibataire,Thiès,11663.0,36973.0,34,1,3,15
79,69823.0,Femme,23.4,40,489,5,Marié,Saint-Louis,49244.0,21555.0,48,4,13,49
47,38312.0,Homme,21.8,46,783,1,Divorcé,Saint-Louis,68391.0,7782.0,17,4,4,22
42,113723.0,Femme,17.8,33,835,4,Divorcé,Saint-Louis,87564.0,2660.0,24,3,1,25
35,27411.0,Femme,33.9,35,722,1,Divorcé,Kaolack,95359.0,48781.0,28,3,13,53
39,72009.0,Homme,33.1,36,432,1,Divorcé,Dakar,25077.0,39624.0,20,5,17,43
27,47371.0,Femme,21.6,16,354,4,Divorcé,Thiès,67849.0,6089.0,29,3,10,36
65,72022.0,Femme,34.0,39,809,3,Divorcé,Dakar,29631.0,5318.0,45,5,15,8
50,,Homme,38.0,39,840,1,Marié,Thiès,62652.0,26605.0,27,2,17,93
75,114071.0,Homme,18.6,11,709,2,Divorcé,Thiès,77446.0,29400.0,23,5,15,12
48,111774.0,Homme,21.6,20,510,1,Divorcé,Thiès,43500.0,15405.0,47,3,3,59
48,41715.0,Femme,34.0,39,592,5,Divorcé,Saint-Louis,29897.0,30209.0,34,1,0,79
76,42605.0,Femme,22.6,18,414,4,Marié,Thiès,68915.0,8062.0,25,3,13,1
66,114853.0,Homme,31.0,2,558,0,Divorcé,Dakar,47377.0,17424.0,27,4,11,94
58,46174.0,Homme,17.9,17,421,1,Marié,Thiès,86670.0,41274.0,10,3,9,59
52,91373.0,Femme,26.9,18,598,3,Célibataire,Dakar,36897.0,23987.0,49,2,18,56
27,84252.0,Homme,33.7,46,680,2,Divorcé,Thiès,57280.0,44419.0,10,5,3,42
18,85017.0,Homme,32.5,5,800,2,Marié,Thiès,67320.0,20556.0,10,4,19,18
16,78037.0,Homme,35.6,15,596,0,Célibataire,Saint-Louis,82592.0,27601.0,30,5,2,10
48,104818.0,Femme,37.1,7,661,5,Marié,Dakar,78289.0,19330.0,34,5,3,77
55,21548.0,Femme,34.6,47,762,0,Marié,Thiès,41941.0,15730.0,36,3,14,46
25,131981.0,Femme,32.1,17,737,5,Célibataire,Thiès,24234.0,3236.0,19,1,10,88
58,39022.0,Femme,16.8,47,426,1,Divorcé,Dakar,85172.0,3680.0,59,4,15,62
59,121297.0,Femme,28.8,42,496,4,Divorcé,Thiès,13376.0,30312.0,21,2,3,6
44,75428.0,Femme,16.9,38,520,3,Marié,Kaolack,40783.0,48151.0,37,2,5,78
28,74353.0,Homme,35.4,48,390,2,Célibataire,Saint-Louis,51249.0,21191.0,58,1,7,93
27,128132.0,Femme,23.7,48,710,0,Divorcé,Dakar,53025.0,44066.0,41,1,12,30
46,31052.0,Femme,29.5,11,307,3,Marié,Saint-Louis,26447.0,17921.0,42,3,19,87
61,115689.0,Homme,22.7,44,843,5,Célibataire,Kaolack,95865.0,36640.0,17,2,3,54
17,146743.0,Femme,34.8,9,767,4,Marié,Kaolack,26713.0,34635.0,51,4,4,24
76,15163.0,Femme,37.3,6,619,2,Célibataire,Kaolack,14858.0,48588.0,35,1,9,71
66,56424.0,Homme,25.6,45,693,2,Divorcé,Dakar,61115.0,36688.0,51,1,4,29
65,37420.0,Homme,36.7,0,568,5,Divorcé,Kaolack,95008.0,5693.0,59,1,11,35
50,135575.0,Homme,22.4,48,490,4,Marié,Dakar,69834.0,20266.0,50,4,0,49
38,44300.0,Femme,28.8,35,360,2,Divorcé,Dakar,92060.0,43716.0,11,2,9,13
32,104881.0,Homme,36.6,20,737,4,Divorcé,Thiès,14539.0,26488.0,44,4,4,28
41,25749.0,Femme,23.8,36,563,2,Célibataire,Dakar,73983.0,24122.0,43,4,18,26
23,119131.0,Femme,38.9,23,394,1,Divorcé,Kaolack,28857.0,41224.0,15,3,18,49
44,143563.0,Femme,18.9,24,769,5,Célibataire,Dakar,15364.0,29004.0,40,1,19,35
41,52487.0,Femme,16.4,6,813,4,Célibataire,Dakar,75985.0,6331.0,32,2,11,33
25,36223.0,Homme,37.7,41,493,3,Marié,Saint-Louis,69169.0,21566.0,21,3,15,20
41,87930.0,Homme,17.6,16,781,1,Célibataire,Kaolack,96366.0,45875.0,37,3,4,37
77,43380.0,Femme,39.8,28,635,3,Divorcé,Dakar,31078.0,42262.0,24,5,16,74
49,41035.0,Homme,38.8,29,734,5,Célibataire,Thiès,47574.0,46621.0,28,1,13,96
66,45620.0,Femme,19.3,6,495,2,Célibataire,Dakar,10869.0,42154.0,21,2,11,78
56,132360.0,Femme,28.9,32,548,3,Marié,Dakar,72624.0,40899.0,59,2,12,75
22,68352.0,Femme,20.4,6,797,1,Divorcé,Saint-Louis,50075.0,44564.0,57,2,13,87
19,18191.0,Homme,26.3,23,511,4,Divorcé,Kaolack,13659.0,20778.0,11,1,4,49
73,105536.0,Femme,17.5,10,765,0,Divorcé,Kaolack,46370.0,33926.0,20,2,4,36
68,119576.0,Femme,21.4,8,520,3,Célibataire,Thiès,68185.0,20751.0,53,4,17,74
65,18631.0,Homme,24.7,11,572,0,Divorcé,Thiès,89921.0,17528.0,46,4,13,18
60,57080.0,Homme,26.5,34,453,5,Divorcé,Thiès,53751.0,68.0,47,1,17,0
26,105353.0,Homme,39.5,3,548,3,Célibataire,Dakar,72758.0,3717.0,34,2,19,80
44,43671.0,Homme,35.4,35,578,3,Marié,Dakar,94873.0,15218.0,52,5,0,39
71,137811.0,Femme,33.7,27,739,4,Marié,Thiès,15131.0,43968.0,30,5,6,54
51,142734.0,Homme,28.9,12,575,2,Célibataire,Kaolack,11358.0,25402.0,51,5,16,79
40,66399.0,Femme,36.2,22,813,1,Marié,Kaolack,67371.0,48623.0,45,4,2,25
36,22099.0,Homme,24.1,18,387,1,Marié,Thiès,92307.0,31643.0,18,5,9,42
76,71492.0,Homme,33.0,41,804,1,Marié,Saint-Louis,89139.0,42129.0,21,2,6,58
72,111722.0,Homme,39.9,36,540,5,Divorcé,Kaolack,26246.0,48460.0,19,2,11,50
51,45111.0,Homme,23.6,38,535,2,Marié,Kaolack,27216.0,29152.0,55,5,14,14
25,78936.0,Homme,32.2,23,427,0,Divorcé,Thiès,51209.0,11526.0,14,3,15,7
52,75920.0,Homme,36.3,15,802,1,Marié,Kaolack,52987.0,26916.0,42,5,7,93
24,78530.0,Femme,38.0,32,499,0,Divorcé,Dakar,30577.0,42975.0,14,3,5,13
39,22788.0,Homme,33.2,11,842,2,Célibataire,Dakar,52320.0,26028.0,25,1,3,96
79,43082.0,Homme,22.8,33,801,5,Célibataire,Kaolack,21301.0,26709.0,46,1,10,6
50,138287.0,Homme,23.8,6,791,2,Marié,Dakar,85051.0,41999.0,46,2,16,17
64,104570.0,Homme,16.5,10,320,4,Divorcé,Saint-Louis,10891.0,15063.0,38,4,1,11
50,,Femme,34.3,30,533,1,Célibataire,Kaolack,31972.0,4723.0,27,2,5,1
63,98588.0,Homme,17.0,28,715,5,Célibataire,Thiès,60457.0,4213.0,38,2,3,49
51,103340.0,Homme,36.8,12,447,4,Célibataire,Dakar,64435.0,22797.0,15,4,2,92
33,109439.0,Homme,,30,328,1,Célibataire,Saint-Louis,30932.0,36234.0,27,2,6,20
64,130053.0,Homme,20.1,1,660,2,Marié,Saint-Louis,14192.0,19410.0,41,4,6,6
54,63355.0,Femme,27.4,38,607,2,Divorcé,Dakar,26128.0,23382.0,51,2,15,90
47,140426.0,Homme,33.7,14,461,3,Célibataire,Saint-Louis,32836.0,45217.0,56,1,1,11
39,79027.0,Femme,19.3,10,360,3,Marié,Kaolack,34837.0,2747.0,40,3,7,83
38,107601.0,Homme,26.6,33,424,2,Célibataire,Saint-Louis,32778.0,23655.0,20,2,14,56
77,44956.0,Femme,27.6,38,755,2,Célibataire,Dakar,53130.0,30348.0,35,3,15,77
47,119797.0,Femme,21.1,3,370,0,Célibataire,Saint-Louis,26708.0,12454.0,37,5,0,73
52,139917.0,Homme,18.8,10,765,0,Célibataire,Dakar,34232.0,12587.0,36,2,9,22
27,141303.0,Homme,36.1,28,542,4,Marié,Dakar,67266.0,22555.0,28,1,6,29
64,57533.0,Femme,28.1,1,789,3,Divorcé,Saint-Louis,49412.0,28071.0,54,4,15,57
70,93815.0,Femme,16.3,15,520,3,Marié,Dakar,14782.0,20239.0,36,1,9,94
28,54279.0,Homme,35.3,38,772,2,Marié,Dakar,71196.0,31602.0,29,3,11,51
38,124787.0,Femme,39.5,12,832,2,Marié,Thiès,36315.0,49151.0,12,4,16,55
40,76063.0,Femme,30.5,36,793,4,Célibataire,Kaolack,20052.0,2203.0,25,1,12,9
50,142896.0,Femme,,16,381,5,Divorcé,Dakar,29521.0,13635.0,48,1,11,18
56,112661.0,Homme,37.1,20,821,5,Célibataire,Kaolack,79434.0,1144.0,53,1,14,18
45,138257.0,Femme,38.9,43,311,5,Marié,Thiès,92755.0,32699.0,38,4,13,86
32,101205.0,Femme,34.1,18,562,3,Célibataire,Thiès,79690.0,19083.0,24,1,18,58
64,21910.0,Femme,26.7,6,748,0,Divorcé,Thiès,45546.0,26127.0,39,1,18,43
77,61857.0,Homme,,37,491,5,Divorcé,Thiès,89345.0,12213.0,49,3,13,58
35,49964.0,Homme,32.8,7,413,1,Célibataire,Kaolack,35972.0,16944.0,58,1,17,95
63,32153.0,Femme,20.7,12,325,4,Marié,Saint-Louis,,1187.0,10,1,4,83
40,74765.0,Homme,26.7,36,798,5,Célibataire,Saint-Louis,74385.0,3133.0,38,5,19,3
37,123212.0,Femme,35.9,1,807,1,Marié,Kaolack,32030.0,3411.0,39,4,5,96
28,54071.0,Homme,31.7,40,844,5,Divorcé,Dakar,50376.0,34457.0,49,5,17,64
74,127990.0,Homme,25.9,10,361,0,Célibataire,Kaolack,95641.0,37175.0,55,3,13,12
34,84519.0,Femme,31.9,23,528,0,Divorcé,Dakar,99831.0,35191.0,41,5,3,66
64,24503.0,Homme,18.8,5,334,5,Marié,Dakar,87400.0,6728.0,19,2,0,11
51,110457.0,Homme,25.6,25,755,1,Marié,Saint-Louis,88412.0,33744.0,36,4,12,92
27,60838.0,Homme,35.0,6,801,4,Célibataire,Thiès,28055.0,22881.0,17,1,10,54
76,140200.0,Femme,21.3,38,324,1,Célibataire,Saint-Louis,97508.0,12801.0,45,5,2,60
56,104489.0,Homme,20.5,18,331,4,Célibataire,Saint-Louis,35493.0,10548.0,51,5,16,94
34,41806.0,Homme,38.8,5,311,5,Divorcé,Kaolack,84861.0,32886.0,44,1,17,40
27,,Femme,21.0,42,618,4,Marié,Kaolack,46775.0,34310.0,45,1,9,35
24,53714.0,Homme,22.3,28,300,2,Marié,Dakar,61057.0,19427.0,57,3,15,1
22,70419.0,Homme,39.3,42,734,3,Divorcé,Kaolack,95909.0,972.0,45,5,12,21
43,,Homme,33.6,38,435,3,Célibataire,Dakar,46253.0,33683.0,34,5,19,21
29,107949.0,Homme,32.8,1,495,0,Célibataire,Dakar,96717.0,6621.0,29,2,11,40
46,148533.0,Homme,36.5,18,432,2,Divorcé,Thiès,61884.0,26013.0,54,2,3,94
79,91971.0,Femme,18.8,3,385,3,Marié,Thiès,,49738.0,26,5,7,13
67,108471.0,Femme,32.9,5,775,5,Marié,Saint-Louis,,14530.0,32,2,11,92
34,79946.0,Homme,,48,623,4,Marié,Thiès,54676.0,7354.0,34,5,18,34
73,113989.0,Homme,35.9,36,479,4,Marié,Dakar,89045.0,46529.0,57,4,14,49
62,,Homme,28.2,27,815,1,Divorcé,Kaolack,17101.0,37359.0,58,3,15,8
31,92794.0,Femme,30.9,29,474,1,Marié,Thiès,72495.0,23223.0,40,2,11,95
68,45841.0,Femme,27.5,6,320,4,Divorcé,Thiès,14743.0,41232.0,15,5,19,58
